"Response duration (seconds)";"1. What gender do you currently associate with?";"2. Which age group do you belong to?";"3. Education: Which category best describes you?";"3. Education: Which category best describes you? - Other";"4. Work: Which category best describes you?";"4. Work: Which category best describes you? - Other";"1. Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The thought of using unfamiliar digital technology is uncomfortable.";"1. Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I am confident about my ability to use digital technologies.";"1. Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I am familiar with recommender systems.";"1. Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I am familiar with Spotify.";"1. Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I am familiar with Spotify's recommendation features.";"2. Do you currently use a music streaming service such as Apple Music, Deezer, Spotify, Tidal etc.?";"3. How often do you use your smartphone to listen to music?";"3. How often do you use your smartphone to listen to music? - Other";"4. What are your favorite music genres? You may choose up to 3. - Blues";"4. What are your favorite music genres? You may choose up to 3. - Classical / Opera";"4. What are your favorite music genres? You may choose up to 3. - Country";"4. What are your favorite music genres? You may choose up to 3. - Dance / Electronic / House";"4. What are your favorite music genres? You may choose up to 3. - Easy Listening";"4. What are your favorite music genres? You may choose up to 3. - Folk";"4. What are your favorite music genres? You may choose up to 3. - Heavy Metal";"4. What are your favorite music genres? You may choose up to 3. - Hip Hop / Rap";"4. What are your favorite music genres? You may choose up to 3. - Jazz";"4. What are your favorite music genres? You may choose up to 3. - Latin";"4. What are your favorite music genres? You may choose up to 3. - Pop";"4. What are your favorite music genres? You may choose up to 3. - Reggae";"4. What are your favorite music genres? You may choose up to 3. - R&B / Soul";"4. What are your favorite music genres? You may choose up to 3. - Rock";"4. What are your favorite music genres? You may choose up to 3. - Other";"4. What are your favorite music genres? You may choose up to 3. - Other";"You previously stated that you currently use a music streaming service. Please answer these questions based on your experience with your current music streaming service.  Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I often listen to the music recommendations that are suggested to me.";"You previously stated that you currently use a music streaming service. Please answer these questions based on your experience with your current music streaming service.  Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I understand the music recommendations that are suggested to me.";"You previously stated that you currently use a music streaming service. Please answer these questions based on your experience with your current music streaming service.  Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I would like more control over my music recommendations.";"You previously stated that you currently use a music streaming service. Please answer these questions based on your experience with your current music streaming service.  Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I would like better explanations for why certain music is recommended to me.";"You previously stated that you used to use a music streaming service. Please answer these questions based on your previous experience with music streaming service to the best of your recollection.  Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I often used to listen to the music recommendations that were suggested to me.";"You previously stated that you used to use a music streaming service. Please answer these questions based on your previous experience with music streaming service to the best of your recollection.  Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I understood the music recommendations that were suggested to me.";"You previously stated that you used to use a music streaming service. Please answer these questions based on your previous experience with music streaming service to the best of your recollection.  Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I would have liked more control over my music recommendations.";"You previously stated that you used to use a music streaming service. Please answer these questions based on your previous experience with music streaming service to the best of your recollection.  Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I would have liked better explanations for why certain music was recommended to me.";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Acousticness (how acoustic or electronic the music is, acoustic/analog vs electric/digital instruments)";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Danceability (how suitable the music is for dancing)";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Energy (how energetic / fast / loud  a song is)";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Emoji / Emoticons (describes music based on emotional icons)";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Genre information (rock, pop, blues...)";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Loudness (musical dynamic, the overall loudness of music in decibels (dB))";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Moods (what state of mind the music will put you in, how it makes you feel)";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Popularity Score (how popular the music is)";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Rhythm (musical feel)";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Similarity Score (percentage of how alike different music is to each other)";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Tags (musical keywords, terms, or annotations)";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Tempo (beats per minute, if the music is fast or slow)";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Timbre (tone color or tone quality)";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Valence / Arousal (how positive or negative the music is)";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - I don't need any more explanations";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - I don't know";"Recommendation Explanation Data: What types of additional information would you like to have in order to better understand why certain music was recommended to you? Choose as many as you'd like. - Other";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I am familiar with these artists / songs";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The design layout of the explanation is clear and easy to understand";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation is unnecessarily complex";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation contains the right amount of information";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation is too detailed";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I understand why 'Play It Loud!' by 'Marco Carola' is recommended";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation does not provide useful information";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation increased my trust in the system";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - It took me a long time to understand the explanation";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation is attractive and pleasing to look at";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I do not like the design of the explanation";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I would like to use a system which uses this type of explanation";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - Overall, I am satisfied with the recommendation explanation";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I am familiar with these artists / songs";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The design layout of the explanation is clear and easy to understand";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation is unnecessarily complex";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation contains the right amount of information";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation is too detailed";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I understand why 'Play It Loud!' by 'Marco Carola' is recommended";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation does not provide useful information";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation increased my trust in the system";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - It took me a long time to understand the explanation";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation is attractive and pleasing to look at";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I do not like the design of the explanation";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I would like to use a system which uses this type of explanation";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I will choose the neutral answer number three for this question";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - Overall, I am satisfied with the recommendation explanation";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I am familiar with these artists / songs";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The design layout of the explanation is clear and easy to understand";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation is unnecessarily complex";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation contains the right amount of information";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation is too detailed";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I understand why 'Play It Loud!' by 'Marco Carola' is recommended";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation does not provide useful information";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation increased my trust in the system";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - It took me a long time to understand the explanation";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The explanation is attractive and pleasing to look at";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I do not like the design of the explanation";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - I would like to use a system which uses this type of explanation";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - The answer to this question is disagree which is number two";" Please choose whether you agree or disagree with the following statements on a scale of 1 - 5, where 1 means strongly disagree and 5 means strongly agree. - Overall, I am satisfied with the recommendation explanation";"1. Which recommendation explanation design do you like the most?";"2. Why do you like this recommendation explanation design the most?";"3. Which recommendation explanation design do you dislike the most?";"4. Why do you dislike this recommendation explanation design the most?";"5. In general, what do you like most about the recommendation explanations shown above and what do you like the least?";"6. Are there any design changes you would make to any of the interfaces shown above? (optional)";"7. Were the mood-based recommendation explanations helpful?";"8. In general, now that you have seen this survey, what do you think about using moods for recommendation explanations?";"1. Please state whether you agree or disagree with the following statements on a scale of 1-5, where 1 means strongly disagree and 5 means strongly agree. - Overall, I understood how to answer the questions in this survey.";"1. Please state whether you agree or disagree with the following statements on a scale of 1-5, where 1 means strongly disagree and 5 means strongly agree. - Overall, I enjoyed taking this survey.";"1. Please state whether you agree or disagree with the following statements on a scale of 1-5, where 1 means strongly disagree and 5 means strongly agree. - I would switch to or begin using a music streaming service on my phone if it had great recommendation explanations.";"2. You were asked in the pre-survey whether or not music recommendation explanations are important to you. Has your opinion changed after participating in this study?";"3. Do you have any other suggestions on how to improve recommendation explanations for music applications on mobile phones? (optional)";"4. Please feel free to add any addition comments here. (optional)";"Overall Status - New";"Overall Status - Distributed";"Overall Status - Partially Complete";"Overall Status - Complete";"Overall Status - Rejected"
1354,917;"Male";"25 - 34";"Bachelor's Degree";"";"Information Technology (IT)";"";"(Disagree) 2  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"Yes, I am currently using a music streaming service.";"1 - 2 hours per day";"";0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;"";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";;;;;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"(Strongly agree) 5  ";"(Strongly agree) 5  ";"(Disagree) 2  ";"(Strongly agree) 5  ";"(Strongly agree) 5  ";"(Strongly agree) 5  ";"(Disagree) 2  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Disagree) 2  ";"(Strongly agree) 5  ";"(Strongly agree) 5  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Neutral) 3  ";"(Strongly agree) 5  ";"(Agree) 4  ";"(Agree) 4  ";"(Strongly disagree) 1  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"Interface 1";"<p>it has a simple design and concept</p>";"Interface 2";"<p>the design is too complex.</p>";"<p>i love simplicity and i dislike complexity</p>";"";"<p>yeah.</p>";"<p>it is an amazing innovation.it keeps you in a stable mind.</p>";"(Strongly agree) 5  ";"(Strongly agree) 5  ";"(Agree) 4  ";"<p>yeah</p>";"<p>none</p>";"<p>none</p>";0;0;0;1;0
;;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
;;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
303,406;"Male";"18 - 24";"Some college";"";"Information Technology (IT)";"";"(Strongly disagree) 1  ";"(Neutral) 3  ";"(Disagree) 2  ";"(Disagree) 2  ";"(Strongly disagree) 1  ";"Yes, I am currently using a music streaming service.";"Weekly";"";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;"";"(Strongly disagree) 1  ";"(Neutral) 3  ";"(Neutral) 3  ";"(Neutral) 3  ";;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"(Strongly disagree) 1  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Strongly disagree) 1  ";"(Strongly disagree) 1  ";"(Strongly disagree) 1  ";"(Neutral) 3  ";"(Strongly disagree) 1  ";"(Agree) 4  ";"(Strongly disagree) 1  ";"(Agree) 4  ";"(Neutral) 3  ";"(Strongly disagree) 1  ";"(Strongly agree) 5  ";"(Strongly disagree) 1  ";"(Strongly agree) 5  ";"(Strongly disagree) 1  ";"(Strongly agree) 5  ";"(Strongly disagree) 1  ";"(Strongly agree) 5  ";"(Strongly disagree) 1  ";"(Strongly agree) 5  ";"(Strongly disagree) 1  ";"(Strongly agree) 5  ";"(Neutral) 3  ";"(Neutral) 3  ";"(Strongly disagree) 1  ";"(Strongly agree) 5  ";"(Strongly disagree) 1  ";"(Strongly agree) 5  ";"(Strongly disagree) 1  ";"(Strongly agree) 5  ";"(Strongly disagree) 1  ";"(Strongly agree) 5  ";"(Strongly disagree) 1  ";"(Strongly agree) 5  ";"(Strongly disagree) 1  ";"(Strongly agree) 5  ";"(Disagree) 2  ";"(Strongly agree) 5  ";"Interface 2";"<p>It is the easiest to read.</p>";"Interface 1";"<p>It has no information.</p>";"<p>I like that it shows moods, but it shows too many moods.</p>";"";"<p>Yes</p>";"<p>I think it is a great idea</p>";"(Strongly agree) 5  ";"(Strongly agree) 5  ";"(Strongly agree) 5  ";"<p>not rrsally</p>";"";"";0;0;0;1;0
;;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
;"Male";"25 - 34";"Bachelor's Degree";"";"Finance";"";"(Strongly agree) 5  ";"(Agree) 4  ";"(Strongly agree) 5  ";"(Agree) 4  ";"(Agree) 4  ";"Yes, I am currently using a music streaming service.";"1 - 2 hours per day";"";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"";"(Agree) 4  ";"(Agree) 4  ";"(Strongly agree) 5  ";"(Agree) 4  ";;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"(Strongly agree) 5  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Neutral) 3  ";"(Agree) 4  ";"(Neutral) 3  ";"(Agree) 4  ";"(Strongly agree) 5  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Neutral) 3  ";"(Agree) 4  ";"(Agree) 4  ";"(Strongly agree) 5  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Neutral) 3  ";"(Strongly agree) 5  ";"(Neutral) 3  ";"(Agree) 4  ";"(Agree) 4  ";"(Neutral) 3  ";"(Agree) 4  ";;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
923,703;"Female";"35 - 44";"Some college";"";"Other";"Admnistrative";"(Disagree) 2  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Disagree) 2  ";"Yes, I am currently using a music streaming service.";"5 or more hours per day";"";0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;"";"(Agree) 4  ";"(Neutral) 3  ";"(Strongly agree) 5  ";"(Strongly agree) 5  ";;;;;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;"(Neutral) 3  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Neutral) 3  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Strongly agree) 5  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Neutral) 3  ";"(Disagree) 2  ";"(Agree) 4  ";"(Neutral) 3  ";"(Neutral) 3  ";"(Neutral) 3  ";"(Agree) 4  ";"(Strongly agree) 5  ";"(Disagree) 2  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Disagree) 2  ";"(Strongly agree) 5  ";"(Strongly disagree) 1  ";"(Strongly agree) 5  ";"(Disagree) 2  ";"(Agree) 4  ";"Interface 3";"<p>This is the most modern design and also is not visually overwhelming to look at. It fits in with the look of the app and allows me to make a quick comparison without having to put too much thought into it and I can get a fast answer.</p>";"Interface 2";"<p>It does not look aesthetically pleasing, in fact it clashes with the overall look of the app. I have to think too hard when going back and forth between my playlist and the artist to make a comparison and takes too long to get what should be a quick answer.</p>";"<p>I like that there&#39;s a comparison to work off of so that it the recommendation algorithms make more sense and that I can get an explanation for every song as well.&nbsp;</p>";"<p>I&#39;d like for there to be a feature where the user can filter out certain results that the user doesn&#39;t care about for the algorithm to pick up on, like say &quot;Fear&quot;. That way the algorithm will know it doesn&#39;t need to match those categories the user doesn&#39;t care about as much.</p>";"<p>Yes, but honestly I can listen to sad songs while I&#39;m in a good mood just because I like the melody of the song and it won&#39;t necessarily affect my mood one way or the other. At least it was interesting to see how the algorithm came about its decisions.</p>";"<p>I think moods are nice but I&#39;d like to see more filters like tone of voice, cadence, rhythms and things like that. Most people aren&#39;t actively listening to music all the time, rather it&#39;s in the background, so if music by a certain artist sounds good then what you should be looking for is something that sounds similar stylistically regardless of the mood prognostication.</p>";"(Agree) 4  ";"(Strongly agree) 5  ";"(Strongly agree) 5  ";"<p>If I was able to use this kind&nbsp;of system I might have a better view of recommendations especially as I see very random ones that seem to be more geared to what someone might be pushing, especially when it comes to new music.</p>";"<p>There should be a way for users to be able to tweak the filters to turn on or off the ones that they find most important for the algorithm to work off of and then there would be a more personalized experience.</p>";"<p>I really really love the 3rd Interface and hope that that is going to be in development soon as it is the most exciting one as far as I&#39;m concerned. If you could couple that with filters to be used by users I think it would&nbsp; be the most perfect addition to any app possibly ever, no hyperbole.</p>";0;0;0;1;0
;;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
;;;;"";;"";;;;;;;;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;1;0;0;0
513,82;"Male";"55+";"Bachelor's Degree";"";"Information Technology (IT)";"";"(Neutral) 3  ";"(Agree) 4  ";"(Neutral) 3  ";"(Agree) 4  ";"(Neutral) 3  ";"Yes, I am currently using a music streaming service.";"1 - 2 hours per day";"";0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;"";"(Neutral) 3  ";"(Neutral) 3  ";"(Agree) 4  ";"(Agree) 4  ";;;;;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Agree) 4  ";"(Neutral) 3  ";"(Agree) 4  ";"(Neutral) 3  ";"(Agree) 4  ";"(Neutral) 3  ";"(Neutral) 3  ";"(Agree) 4  ";"(Neutral) 3  ";"(Neutral) 3  ";"(Agree) 4  ";"(Disagree) 2  ";"(Agree) 4  ";"(Neutral) 3  ";"(Neutral) 3  ";"(Agree) 4  ";"(Neutral) 3  ";"(Agree) 4  ";"(Neutral) 3  ";"(Disagree) 2  ";"(Disagree) 2  ";"(Neutral) 3  ";"(Neutral) 3  ";"(Agree) 4  ";"(Agree) 4  ";"(Neutral) 3  ";"(Disagree) 2  ";"(Disagree) 2  ";"(Disagree) 2  ";"(Agree) 4  ";"(Neutral) 3  ";"(Disagree) 2  ";"(Neutral) 3  ";"(Agree) 4  ";"(Disagree) 2  ";"(Neutral) 3  ";"(Disagree) 2  ";"(Disagree) 2  ";"Interface 2";"<p>BECAUSE THE DESIGN AND THE PERFORMANCE AND OVERALL IT IS TOO GOOD SO I RECOMMEND FOR THAT DESIGN.</p>";"Interface 1";"<p>BECAUSE I DON&#39;T LIKE IT.</p>";"<p>BECAUSE THE DESIGN AND THE PERFORMANCE AND OVERALL IT IS TOO GOOD SO I RECOMMEND FOR THAT DESIGN. I DO LIKE THE LEAST&nbsp;BECAUSE I DON&#39;T LIKE IT.</p>";"";"<p>YES IT IS VERY HELPFUL OF THE MOOD BASED RECOMMENDATION.</p>";"<p>YES,</p>";"(Neutral) 3  ";"(Neutral) 3  ";"(Neutral) 3  ";"<p>NO.</p>";"";"";0;0;0;1;0
;"Male";"25 - 34";"Bachelor's Degree";"";"Information Technology (IT)";"";"(Neutral) 3  ";"(Agree) 4  ";"(Agree) 4  ";"(Neutral) 3  ";"(Disagree) 2  ";"No, but I used to use a music streaming service.";"3 - 4 hours per day";"";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"";;;;;"(Agree) 4  ";"(Neutral) 3  ";"(Agree) 4  ";"(Neutral) 3  ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";;"";"";"";"";"";;;;"";"";"";0;0;1;0;0
